trait	feature	selected_seeds	mean_coefficient	mean_abs_coefficient	context	region_type	gene_id	chrom	start_1based	end_1based	strand	variance_rank_within_combo	variance	missing_fraction_before_impute
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d038691	1	-0.013872904489624876	0.013872904489624876	mCHH	cis	Zm00001d038691	6	162624149	162628635	+	290	0.028717176988720894	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d038692	1	-0.013872685060707567	0.013872685060707567	mCHH	cis	Zm00001d038692	6	162628784	162630681	-	291	0.028717176988720894	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d040982	1	0.01315580111186257	0.01315580111186257	mCHG	gene	Zm00001d040982	3	88101133	88101809	+	228	0.11610543727874756	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d031232	1	-0.012898512254840544	0.012898512254840544	mCHH	gene	Zm00001d031232	1	182925112	182945175	-	295	0.005468566901981831	0.0
agri_aa_oil__Plantheight	methwin__mCHH__promoter__Zm00001d022587	1	0.012871104203964673	0.012871104203964673	mCHH	promoter	Zm00001d022587	7	180399277	180400797	-	365	0.013826409354805946	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d025120	1	0.012867408820271627	0.012867408820271627	mCHH	cis	Zm00001d025120	10	105222089	105222574	-	132	0.038137391209602356	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d025121	1	0.01286703524592851	0.01286703524592851	mCHH	cis	Zm00001d025121	10	105224193	105224695	+	133	0.038137391209602356	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d002127	1	0.012745041481352732	0.012745041481352732	mCHG	promoter	Zm00001d002127	2	6316912	6319518	-	222	0.1174079105257988	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d002127	1	0.012742979244959297	0.012742979244959297	mCHG	gene	Zm00001d002127	2	6316912	6319518	-	214	0.1174079105257988	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d005077	1	0.012528510637985595	0.012528510637985595	mCHH	gene	Zm00001d005077	2	157581551	157582657	+	481	0.002874000696465373	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d036998	1	-0.012485416929085228	0.012485416929085228	mCG	cis	Zm00001d036998	6	108627029	108628138	+	102	0.17732174694538116	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d036997	1	-0.0124839554285498	0.0124839554285498	mCG	promoter	Zm00001d036997	6	108622832	108624892	+	38	0.17732174694538116	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d036997	1	-0.012483753723898301	0.012483753723898301	mCG	cis	Zm00001d036997	6	108622832	108624892	+	101	0.17732174694538116	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d009352	1	0.012143954187152316	0.012143954187152316	mCHG	cis	Zm00001d009352	8	58140699	58156859	-	4	0.17523957788944244	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d009352	1	0.012141016075588287	0.012141016075588287	mCHG	promoter	Zm00001d009352	8	58140699	58156859	-	2	0.17523957788944244	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d036229	1	0.011823783753681089	0.011823783753681089	mCG	promoter	Zm00001d036229	6	78015273	78015737	+	79	0.16935370862483978	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d036229	1	0.011746632488956415	0.011746632488956415	mCG	cis	Zm00001d036229	6	78015273	78015737	+	213	0.16935370862483978	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d021854	1	-0.011743035832865468	0.011743035832865468	mCG	gene	Zm00001d021854	7	164539814	164540449	+	381	0.1315627545118332	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d036229	1	0.011732106739499933	0.011732106739499933	mCG	gene	Zm00001d036229	6	78015273	78015737	+	50	0.16935370862483978	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d048214	1	-0.010939837208528968	0.010939837208528968	mCHH	cis	Zm00001d048214	9	152581965	152582732	-	345	0.026654982939362526	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d048212	1	-0.010939642698521258	0.010939642698521258	mCHH	cis	Zm00001d048212	9	152568647	152571790	-	347	0.026654982939362526	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d048211	1	-0.01093961431899589	0.01093961431899589	mCHH	cis	Zm00001d048211	9	152568397	152569067	+	346	0.026654982939362526	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d004912	1	0.010020068128921977	0.010020068128921977	mCHG	gene	Zm00001d004912	2	148091273	148143354	+	347	0.10721833258867264	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d007202	1	-0.009900796947564927	0.009900796947564927	mCHH	gene	Zm00001d007202	2	224615447	224646665	+	373	0.004437130875885487	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d015212	1	-0.009846092656160372	0.009846092656160372	mCHG	gene	Zm00001d015212	5	79554503	79570576	-	325	0.10900799930095673	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d024647	1	0.009699265772249216	0.009699265772249216	mCG	gene	Zm00001d024647	10	82038496	82042897	+	329	0.1357332319021225	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d031269	1	-0.009492045345107836	0.009492045345107836	mCG	gene	Zm00001d031269	1	184545305	184548977	-	322	0.13640567660331726	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d018006	1	0.009279866842278762	0.009279866842278762	mCG	promoter	Zm00001d018006	5	211895819	211898527	+	103	0.16436859965324402	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d018006	1	0.009279139138933482	0.009279139138933482	mCG	cis	Zm00001d018006	5	211895819	211898527	+	279	0.16436859965324402	0.0
agri_aa_oil__Plantheight	methwin__mCHH__promoter__Zm00001d007277	1	-0.00837276213196404	0.00837276213196404	mCHH	promoter	Zm00001d007277	2	226571959	226574550	-	194	0.022508125752210617	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d007277	1	-0.00837260545127735	0.00837260545127735	mCHH	cis	Zm00001d007277	2	226571959	226574550	-	489	0.022508125752210617	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d040398	1	0.008142172522123594	0.008142172522123594	mCHH	cis	Zm00001d040398	3	41307697	41310069	-	2	0.08180461823940277	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d052209	1	-0.007881133933342912	0.007881133933342912	mCG	promoter	Zm00001d052209	4	183315220	183317096	-	448	0.13609105348587036	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d018046	1	-0.007463442127252939	0.007463442127252939	mCHG	gene	Zm00001d018046	5	212798586	212804962	+	372	0.10529785603284836	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d018046	1	-0.007463064913312666	0.007463064913312666	mCHG	promoter	Zm00001d018046	5	212798586	212804962	+	395	0.10529785603284836	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d042071	1	0.007417809981897317	0.007417809981897317	mCHG	cis	Zm00001d042071	3	149678383	149678999	+	484	0.12525393068790436	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d042071	1	0.007403688281548215	0.007403688281548215	mCHG	gene	Zm00001d042071	3	149678383	149678999	+	144	0.12525393068790436	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d042072	1	0.0073838025904270806	0.0073838025904270806	mCHG	cis	Zm00001d042072	3	149678843	149680300	-	485	0.12525393068790436	0.0
agri_aa_oil__Plantheight	methwin__mCHH__promoter__Zm00001d017210	1	0.00735790432708356	0.00735790432708356	mCHH	promoter	Zm00001d017210	5	188995985	188997697	-	266	0.017627136781811714	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d049765	1	0.007206307978986769	0.007206307978986769	mCG	promoter	Zm00001d049765	4	43843113	43845756	+	131	0.16189789772033691	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d049766	1	0.007203598410467592	0.007203598410467592	mCG	cis	Zm00001d049766	4	43845346	43848071	-	340	0.16189789772033691	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d049765	1	0.007143951060795726	0.007143951060795726	mCG	gene	Zm00001d049765	4	43843113	43845756	+	78	0.16189789772033691	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d049765	1	0.007136348000862614	0.007136348000862614	mCG	cis	Zm00001d049765	4	43843113	43845756	+	341	0.16189789772033691	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d010622	1	0.007122197714118992	0.007122197714118992	mCHH	gene	Zm00001d010622	8	122164068	122168126	-	137	0.009502585977315903	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d034551	1	-0.006922870093731207	0.006922870093731207	mCHG	promoter	Zm00001d034551	1	296036999	296045917	-	473	0.10142667591571808	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d034551	1	-0.006922444988553456	0.006922444988553456	mCHG	gene	Zm00001d034551	1	296036999	296045917	-	455	0.10142667591571808	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d018541	1	-0.006669281210133591	0.006669281210133591	mCHH	cis	Zm00001d018541	5	222662281	222667195	+	210	0.03334254398941994	0.0
agri_aa_oil__Plantheight	methwin__mCHH__promoter__Zm00001d018541	1	-0.006655440456731763	0.006655440456731763	mCHH	promoter	Zm00001d018541	5	222662281	222667195	+	85	0.03334254398941994	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d018542	1	-0.006645296464979295	0.006645296464979295	mCHH	cis	Zm00001d018542	5	222667426	222670507	+	209	0.03334254398941994	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d021115	1	0.00635439765762971	0.00635439765762971	mCHH	gene	Zm00001d021115	7	143002308	143011725	-	365	0.00454730773344636	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d007388	1	0.006258854965911734	0.006258854965911734	mCG	promoter	Zm00001d007388	2	230458500	230469941	+	122	0.162924125790596	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d020933	1	0.005951045034608382	0.005951045034608382	mCHG	gene	Zm00001d020933	7	136990480	136992305	-	265	0.11332482844591141	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d035898	1	0.005580603814167472	0.005580603814167472	mCHG	gene	Zm00001d035898	6	58726248	58736714	+	330	0.10867033898830414	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d025239	1	-0.004208402785774749	0.004208402785774749	mCHH	gene	Zm00001d025239	10	110579973	110588202	-	54	0.017069390043616295	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d050853	1	0.004089848398582041	0.004089848398582041	mCHG	cis	Zm00001d050853	4	126985662	126989709	-	402	0.12770673632621765	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d040433	1	-0.0036367306774710635	0.0036367306774710635	mCG	cis	Zm00001d040433	3	43315099	43316172	+	381	0.16018275916576385	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d040434	1	-0.0036363664328102206	0.0036363664328102206	mCG	cis	Zm00001d040434	3	43316706	43318537	+	380	0.16018275916576385	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d008543	1	-0.003456802204477565	0.003456802204477565	mCHH	cis	Zm00001d008543	8	12496738	12498216	-	305	0.027813538908958435	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d007281	1	0.0034354641366068175	0.0034354641366068175	mCHG	gene	Zm00001d007281	2	226783207	226786719	-	60	0.13825702667236328	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d006798	1	0.0032704318481696156	0.0032704318481696156	mCHG	cis	Zm00001d006798	2	216935090	216965652	-	391	0.12840358912944794	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d006798	1	0.0032696575885471685	0.0032696575885471685	mCHG	gene	Zm00001d006798	2	216935090	216965652	-	120	0.12840358912944794	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d026056	1	0.003008282862486085	0.003008282862486085	mCG	gene	Zm00001d026056	10	137257366	137260572	-	33	0.17246952652931213	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d026056	1	0.003007856338522267	0.003007856338522267	mCG	cis	Zm00001d026056	10	137257366	137260572	-	167	0.17246952652931213	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d026057	1	0.0030076963632993045	0.0030076963632993045	mCG	cis	Zm00001d026057	10	137266163	137268745	-	168	0.17246952652931213	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d015252	1	0.002794819273129991	0.002794819273129991	mCG	promoter	Zm00001d015252	5	81412435	81417336	+	100	0.16581028699874878	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d022104	1	-0.002688579337898627	0.002688579337898627	mCHG	promoter	Zm00001d022104	7	170386654	170389910	-	170	0.12185213714838028	0.0
agri_aa_oil__Plantheight	methwin__mCG__promoter__Zm00001d009347	1	0.002601170854140141	0.002601170854140141	mCG	promoter	Zm00001d009347	8	57644930	57646526	+	105	0.1642916053533554	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d009346	1	0.0025994756171007845	0.0025994756171007845	mCG	cis	Zm00001d009346	8	57636335	57637000	+	281	0.1642916053533554	0.0
agri_aa_oil__Plantheight	methwin__mCG__cis__Zm00001d009347	1	0.0025991843359824303	0.0025991843359824303	mCG	cis	Zm00001d009347	8	57644930	57646526	+	282	0.1642916053533554	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d032099	1	-0.0016021709127718776	0.0016021709127718776	mCHH	gene	Zm00001d032099	1	212671142	212697676	-	486	0.0028040739707648754	0.0
agri_aa_oil__Plantheight	methwin__mCG__gene__Zm00001d039854	1	0.0014487645906130432	0.0014487645906130432	mCG	gene	Zm00001d039854	3	16734903	16736516	-	291	0.13924852013587952	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d051776	1	0.0014071425011352307	0.0014071425011352307	mCHH	gene	Zm00001d051776	4	169254420	169260633	-	432	0.0035803529899567366	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d015302	1	0.0011449485532616641	0.0011449485532616641	mCHG	gene	Zm00001d015302	5	83443887	83444318	-	212	0.11755320429801941	0.0
agri_aa_oil__Plantheight	methwin__mCHH__gene__Zm00001d025044	1	-0.0009758821430478148	0.0009758821430478148	mCHH	gene	Zm00001d025044	10	101378979	101442082	+	233	0.006739121861755848	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d020964	1	0.0007656742631373754	0.0007656742631373754	mCHG	gene	Zm00001d020964	7	138114949	138117085	-	134	0.12658312916755676	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d020965	1	0.0007332378898319252	0.0007332378898319252	mCHG	promoter	Zm00001d020965	7	138116641	138122918	+	124	0.12658312916755676	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d020964	1	0.0007051913415917754	0.0007051913415917754	mCHG	cis	Zm00001d020964	7	138114949	138117085	-	450	0.12658312916755676	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d020965	1	0.0006713815737837003	0.0006713815737837003	mCHG	cis	Zm00001d020965	7	138116641	138122918	+	449	0.12658312916755676	0.0
agri_aa_oil__Plantheight	methwin__mCHG__cis__Zm00001d038672	1	-3.448474850524655e-05	3.448474850524655e-05	mCHG	cis	Zm00001d038672	6	162349398	162358421	+	230	0.13483741879463196	0.0
agri_aa_oil__Plantheight	methwin__mCHG__gene__Zm00001d038672	1	-3.441481002758546e-05	3.441481002758546e-05	mCHG	gene	Zm00001d038672	6	162349398	162358421	+	79	0.13483741879463196	0.0
agri_aa_oil__Plantheight	methwin__mCHG__promoter__Zm00001d038672	1	-3.3881063388503935e-05	3.3881063388503935e-05	mCHG	promoter	Zm00001d038672	6	162349398	162358421	+	68	0.13483741879463196	0.0
agri_aa_oil__Plantheight	methwin__mCHH__cis__Zm00001d017261	1	-2.8585903987968356e-05	2.8585903987968356e-05	mCHH	cis	Zm00001d017261	5	190811612	190819034	+	309	0.027643365785479546	0.0
agri_aa_oil__Plantheight	methwin__mCHH__promoter__Zm00001d017261	1	-2.2539115009095846e-05	2.2539115009095846e-05	mCHH	promoter	Zm00001d017261	5	190811612	190819034	+	124	0.027643365785479546	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d025117	5	-0.03259710579810378	0.03259710579810378	mCHH	gene	Zm00001d025117	10	105056013	105060537	+	36	0.020743444561958313	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__promoter__Zm00001d025116	5	-0.03259541370553913	0.03259541370553913	mCHH	promoter	Zm00001d025116	10	105050722	105054454	-	222	0.020743444561958313	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d001986	4	-0.06182464601643849	0.06182464601643849	mCG	gene	Zm00001d001986	2	3957234	3958169	-	470	0.12530367076396942	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d009167	4	0.04867707215043339	0.04867707215043339	mCHH	gene	Zm00001d009167	8	40630094	40633047	+	288	0.005581408739089966	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d052133	4	0.03402982072892578	0.03402982072892578	mCHH	cis	Zm00001d052133	4	180558735	180563266	-	84	0.04482823982834816	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d045962	4	-0.028685867000867872	0.028685867000867872	mCG	gene	Zm00001d045962	9	50243771	50262642	+	9	0.18396729230880737	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__cis__Zm00001d045962	4	-0.028683718664179098	0.028683718664179098	mCG	cis	Zm00001d045962	9	50243771	50262642	+	53	0.18396729230880737	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__gene__Zm00001d045962	4	-0.024704222317924233	0.024704222317924233	mCHG	gene	Zm00001d045962	9	50243771	50262642	+	430	0.1025424674153328	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__cis__Zm00001d037158	4	0.023034378951123716	0.023034378951123716	mCHG	cis	Zm00001d037158	6	114233341	114234231	+	95	0.1450468897819519	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d028494	4	0.021811311454465063	0.021811311454465063	mCG	promoter	Zm00001d028494	1	37048271	37048578	+	420	0.13812309503555298	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d028494	4	0.021810687728766598	0.021810687728766598	mCG	gene	Zm00001d028494	1	37048271	37048578	+	304	0.13812309503555298	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d011363	3	-0.052877926508111926	0.052877926508111926	mCG	promoter	Zm00001d011363	8	148506457	148509460	-	65	0.17170573770999908	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__promoter__Zm00001d010462	3	0.043344002639760654	0.043344002639760654	mCHG	promoter	Zm00001d010462	8	116428681	116443993	+	189	0.12055722624063492	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d050082	3	0.04333405123452996	0.04333405123452996	mCHH	cis	Zm00001d050082	4	64847021	64848362	+	86	0.044647011905908585	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__cis__Zm00001d046722	3	-0.037451124042713384	0.037451124042713384	mCHG	cis	Zm00001d046722	9	103539957	103559119	+	277	0.13224413990974426	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__promoter__Zm00001d042164	3	0.036093750798979744	0.036093750798979744	mCHG	promoter	Zm00001d042164	3	154317876	154325586	+	243	0.11622117459774017	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__gene__Zm00001d039754	3	0.032006302676550566	0.032006302676550566	mCHG	gene	Zm00001d039754	3	13966411	13969623	+	369	0.10547011345624924	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d050907	3	-0.02951027365789401	0.02951027365789401	mCG	promoter	Zm00001d050907	4	129650946	129657013	+	407	0.13906048238277435	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__promoter__Zm00001d020430	3	0.027361623323254345	0.027361623323254345	mCHG	promoter	Zm00001d020430	7	113572410	113572937	+	336	0.10939536988735199	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d052549	3	-0.0246653814220283	0.0246653814220283	mCG	gene	Zm00001d052549	4	192864628	192865239	-	35	0.1717473417520523	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d052549	3	-0.02466535993021506	0.02466535993021506	mCG	promoter	Zm00001d052549	4	192864628	192865239	-	64	0.1717473417520523	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__cis__Zm00001d052549	3	-0.024656169487648285	0.024656169487648285	mCG	cis	Zm00001d052549	4	192864628	192865239	-	179	0.1717473417520523	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__cis__Zm00001d052551	3	-0.02465593011267514	0.02465593011267514	mCG	cis	Zm00001d052551	4	192868787	192870527	+	178	0.1717473417520523	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d042164	3	0.024318172564229523	0.024318172564229523	mCG	promoter	Zm00001d042164	3	154317876	154325586	+	345	0.14341522753238678	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d006404	3	-0.02184442839063566	0.02184442839063566	mCG	gene	Zm00001d006404	2	206800179	206801074	+	360	0.13336938619613647	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d004948	3	0.02136356196658941	0.02136356196658941	mCHH	gene	Zm00001d004948	2	150119148	150135017	+	344	0.004812084604054689	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__cis__Zm00001d050907	3	-0.020276585366110735	0.020276585366110735	mCHG	cis	Zm00001d050907	4	129650946	129657013	+	496	0.12499397248029709	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__promoter__Zm00001d050907	3	-0.020276395838374348	0.020276395838374348	mCHG	promoter	Zm00001d050907	4	129650946	129657013	+	135	0.12499397248029709	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d033807	3	0.020011850858279237	0.020011850858279237	mCHH	cis	Zm00001d033807	1	274294735	274295775	-	423	0.02411956898868084	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__promoter__Zm00001d033806	3	0.020008939395583496	0.020008939395583496	mCHH	promoter	Zm00001d033806	1	274286604	274287932	+	176	0.02411956898868084	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d033806	3	0.020005870427698927	0.020005870427698927	mCHH	cis	Zm00001d033806	1	274286604	274287932	+	424	0.02411956898868084	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d007708	3	0.017971866970137803	0.017971866970137803	mCG	gene	Zm00001d007708	2	237896411	237899603	-	333	0.13562268018722534	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__gene__Zm00001d018046	3	-0.01644339420359334	0.01644339420359334	mCHG	gene	Zm00001d018046	5	212798586	212804962	+	372	0.10529785603284836	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__promoter__Zm00001d018046	3	-0.016438119263887482	0.016438119263887482	mCHG	promoter	Zm00001d018046	5	212798586	212804962	+	395	0.10529785603284836	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__gene__Zm00001d033571	3	0.013639346381732857	0.013639346381732857	mCG	gene	Zm00001d033571	1	267355684	267359637	+	90	0.16084106266498566	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__promoter__Zm00001d002782	3	0.013155238502472388	0.013155238502472388	mCHH	promoter	Zm00001d002782	2	22573347	22574486	+	10	0.06518257409334183	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d002781	3	0.013140972245733967	0.013140972245733967	mCHH	gene	Zm00001d002781	2	22563741	22576668	+	2	0.06518257409334183	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d002782	3	0.01314065248540977	0.01314065248540977	mCHH	cis	Zm00001d002782	2	22573347	22574486	+	23	0.06518257409334183	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d002781	3	0.01313958383140664	0.01313958383140664	mCHH	cis	Zm00001d002781	2	22563741	22576668	+	22	0.06518257409334183	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__promoter__Zm00001d048248	3	-0.00763012072426178	0.00763012072426178	mCHH	promoter	Zm00001d048248	9	153142163	153142732	+	104	0.030438827350735664	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d048248	3	-0.007624928503679577	0.007624928503679577	mCHH	cis	Zm00001d048248	9	153142163	153142732	+	254	0.030438827350735664	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__promoter__Zm00001d048247	3	-0.007598796616445733	0.007598796616445733	mCHH	promoter	Zm00001d048247	9	153133300	153141644	-	105	0.030438827350735664	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d048249	3	-0.00759724314387245	0.00759724314387245	mCHH	cis	Zm00001d048249	9	153145764	153146595	-	252	0.030438827350735664	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d048247	3	-0.007592493856519582	0.007592493856519582	mCHH	cis	Zm00001d048247	9	153133300	153141644	-	253	0.030438827350735664	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d024953	3	0.007001313975320747	0.007001313975320747	mCHH	gene	Zm00001d024953	10	96630696	96658868	-	360	0.004607917740941048	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__cis__Zm00001d002783	3	0.006637990311226908	0.006637990311226908	mCHH	cis	Zm00001d002783	2	22579624	22583090	+	182	0.034600116312503815	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d035041	2	-0.10197138155244176	0.10197138155244176	mCHH	gene	Zm00001d035041	6	2930352	2945593	-	31	0.021956486627459526	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHG__gene__Zm00001d021871	2	0.08394047792030533	0.08394047792030533	mCHG	gene	Zm00001d021871	7	165006869	165021222	-	478	0.10008484125137329	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d033201	2	0.06319730727624505	0.06319730727624505	mCHH	gene	Zm00001d033201	1	253760332	253761288	-	392	0.004098681267350912	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCHH__gene__Zm00001d014241	2	-0.059132808895193414	0.059132808895193414	mCHH	gene	Zm00001d014241	5	37751580	37770093	+	411	0.003892298322170973	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d024421	2	-0.05611938824294446	0.05611938824294446	mCG	promoter	Zm00001d024421	10	70312679	70316041	-	441	0.13669469952583313	0.0
metabolite__Norcinnamolaurine_E1	methwin__mCG__promoter__Zm00001d046230	2	-0.04691987126248023	0.04691987126248023	mCG	promoter	Zm00001d046230	9	73361517	73365345	+	435	0.13707618415355682	0.0
